Federal organization,Fiscal year,GHG source,GHG scope,Energy use (GJ),Emissions (kt),Energy use category,Data_present
Agriculture and Agri-Food Canada,2005-06,facilities,1,2134,0,Low,True
Agriculture and Agri-Food Canada,2005-06,fleet,1,41332,2,Moderate,True
Agriculture and Agri-Food Canada,2005-06,facilities,2,154568,11,Moderate,True
Agriculture and Agri-Food Canada,2005-06,facilities,2,524494,54,Moderate,True
Agriculture and Agri-Food Canada,2005-06,fleet,1,14431,0,Moderate,True
Agriculture and Agri-Food Canada,2005-06,facilities,1,57820,4,Moderate,True
Agriculture and Agri-Food Canada,2005-06,fleet,1,68145,4,Moderate,True
Agriculture and Agri-Food Canada,2005-06,facilities,1,446241,22,Moderate,True
Agriculture and Agri-Food Canada,2005-06,facilities,1,1769,0,Low,True
Agriculture and Agri-Food Canada,2005-06,fleet,1,68,0,Low,True
Canada Border Services Agency,2005-06,facilities,1,1427,0,Low,True
Canada Border Services Agency,2005-06,fleet,1,5738,0,Low,True
Canada Border Services Agency,2005-06,facilities,2,110717,4,Moderate,True
Canada Border Services Agency,2005-06,fleet,1,865,0,Low,True
Canada Border Services Agency,2005-06,facilities,1,11264,0,Moderate,True
Canada Border Services Agency,2005-06,fleet,1,59515,3,Moderate,True
Canada Border Services Agency,2005-06,facilities,1,52131,2,Moderate,True
Canada Border Services Agency,2005-06,facilities,1,2338,0,Low,True
Canada Revenue Agency,2005-06,fleet,1,925,0,Low,True
Canada Revenue Agency,2005-06,fleet,1,5003,0,Low,True
Canadian Food Inspection Agency,2005-06,facilities,1,686,0,Low,True
Canadian Food Inspection Agency,2005-06,fleet,1,720,0,Low,True
Canadian Food Inspection Agency,2005-06,facilities,2,10285,0,Moderate,True
Canadian Food Inspection Agency,2005-06,facilities,2,117251,14,Moderate,True
Canadian Food Inspection Agency,2005-06,fleet,1,5509,0,Low,True
Canadian Food Inspection Agency,2005-06,facilities,1,2915,0,Low,True
Canadian Food Inspection Agency,2005-06,facilities,1,27248,1,Moderate,True
Canadian Food Inspection Agency,2005-06,fleet,1,89176,5,Moderate,True
Canadian Food Inspection Agency,2005-06,facilities,1,188363,9,Moderate,True
Canadian Food Inspection Agency,2005-06,facilities,1,486,0,Low,True
Canadian Forces Morale and Welfare Services,2005-06,facilities,1,16,0,Low,True
Canadian Forces Morale and Welfare Services,2005-06,facilities,2,29947,1,Moderate,True
Canadian Forces Morale and Welfare Services,2005-06,facilities,1,10502,0,Moderate,True
Canadian Space Agency,2005-06,facilities,1,847,0,Low,True
Canadian Space Agency,2005-06,fleet,1,8,0,Low,True
Canadian Space Agency,2005-06,facilities,2,47992,1,Moderate,True
Canadian Space Agency,2005-06,facilities,1,22271,1,Moderate,True
Canadian Space Agency,2005-06,facilities,1,122,0,Low,True
Canadian Space Agency,2005-06,fleet,1,2,0,Low,True
Correctional Service Canada,2005-06,facilities,1,7344,0,Low,True
Correctional Service Canada,2005-06,fleet,1,0,0,Low,True
Correctional Service Canada,2005-06,fleet,1,3023,0,Low,True
Correctional Service Canada,2005-06,facilities,2,727361,53,Moderate,True
Correctional Service Canada,2005-06,fleet,1,1804,0,Low,True
Correctional Service Canada,2005-06,facilities,1,47272,3,Moderate,True
Correctional Service Canada,2005-06,facilities,1,58983,4,Moderate,True
Correctional Service Canada,2005-06,fleet,1,37334,2,Moderate,True
Correctional Service Canada,2005-06,facilities,1,1538443,75,High,True
Correctional Service Canada,2005-06,facilities,1,10169,0,Moderate,True
Correctional Service Canada,2005-06,fleet,1,1067,0,Low,True
Crown-Indigenous Relations and Northern Affairs Canada,2005-06,fleet,1,130,0,Low,True
Crown-Indigenous Relations and Northern Affairs Canada,2005-06,facilities,2,621,0,Low,True
Crown-Indigenous Relations and Northern Affairs Canada,2005-06,fleet,1,0,0,Low,True
Crown-Indigenous Relations and Northern Affairs Canada,2005-06,facilities,1,2740,0,Low,True
Crown-Indigenous Relations and Northern Affairs Canada,2005-06,fleet,1,1110,0,Low,True
Employment and Social Development Canada,2005-06,fleet,1,207,0,Low,True
Employment and Social Development Canada,2005-06,fleet,1,111,0,Low,True
Employment and Social Development Canada,2005-06,fleet,1,21035,1,Moderate,True
Employment and Social Development Canada,2005-06,fleet,1,2,0,Low,True
Environment and Climate Change Canada,2005-06,fleet,1,755,0,Low,True
Environment and Climate Change Canada,2005-06,fleet,1,1396,0,Low,True
Environment and Climate Change Canada,2005-06,facilities,1,22142,1,Moderate,True
Environment and Climate Change Canada,2005-06,fleet,1,0,0,Low,True
Environment and Climate Change Canada,2005-06,fleet,1,4571,0,Low,True
Environment and Climate Change Canada,2005-06,facilities,2,103747,6,Moderate,True
Environment and Climate Change Canada,2005-06,fleet,1,2646,0,Low,True
Environment and Climate Change Canada,2005-06,facilities,1,1252,0,Low,True
Environment and Climate Change Canada,2005-06,facilities,1,187604,9,Moderate,True
Environment and Climate Change Canada,2005-06,fleet,1,58834,3,Moderate,True
Environment and Climate Change Canada,2005-06,facilities,1,1828,0,Low,True
Environment and Climate Change Canada,2005-06,fleet,1,465,0,Low,True
Fisheries and Oceans Canada,2005-06,facilities,1,47849,3,Moderate,True
Fisheries and Oceans Canada,2005-06,fleet,1,23271,1,Moderate,True
Fisheries and Oceans Canada,2005-06,facilities,2,19917,1,Moderate,True
Fisheries and Oceans Canada,2005-06,facilities,2,342827,24,Moderate,True
Fisheries and Oceans Canada,2005-06,facilities,1,129,0,Low,True
Fisheries and Oceans Canada,2005-06,facilities,1,93477,6,Moderate,True
Fisheries and Oceans Canada,2005-06,facilities,1,72466,3,Moderate,True
Fisheries and Oceans Canada,2005-06,fleet,1,119924,7,Moderate,True
Fisheries and Oceans Canada,2005-06,facilities,1,12732,0,Moderate,True
Fisheries and Oceans Canada,2005-06,fleet,1,279,0,Low,True
Health Canada,2005-06,facilities,1,279,0,Low,True
Health Canada,2005-06,facilities,2,47165,2,Moderate,True
Health Canada,2005-06,facilities,2,10166,0,Moderate,True
Health Canada,2005-06,facilities,2,122923,9,Moderate,True
Health Canada,2005-06,facilities,2,110051,6,Moderate,True
Health Canada,2005-06,facilities,1,36154,1,Moderate,True
Health Canada,2005-06,fleet,1,24031,1,Moderate,True
"Immigration, Refugees and Citizenship Canada",2005-06,fleet,1,1392,0,Low,True
Indigenous Services Canada,2005-06,fleet,1,5,0,Low,True
Indigenous Services Canada,2005-06,facilities,2,16174,0,Moderate,True
Indigenous Services Canada,2005-06,fleet,1,55,0,Low,True
Indigenous Services Canada,2005-06,facilities,1,26,0,Low,True
Indigenous Services Canada,2005-06,facilities,1,65,0,Low,True
Indigenous Services Canada,2005-06,fleet,1,33886,2,Moderate,True
Indigenous Services Canada,2005-06,facilities,1,3,0,Low,True
"Innovation, Science and Economic Development Canada",2005-06,facilities,1,63,0,Low,True
"Innovation, Science and Economic Development Canada",2005-06,fleet,1,0,0,Low,True
"Innovation, Science and Economic Development Canada",2005-06,fleet,1,4205,0,Low,True
"Innovation, Science and Economic Development Canada",2005-06,facilities,2,12689,0,Moderate,True
"Innovation, Science and Economic Development Canada",2005-06,fleet,1,698,0,Low,True
"Innovation, Science and Economic Development Canada",2005-06,facilities,1,2034,0,Low,True
"Innovation, Science and Economic Development Canada",2005-06,facilities,1,3623,0,Low,True
"Innovation, Science and Economic Development Canada",2005-06,fleet,1,21414,1,Moderate,True
"Innovation, Science and Economic Development Canada",2005-06,facilities,1,2,0,Low,True
"Innovation, Science and Economic Development Canada",2005-06,fleet,1,93,0,Low,True
Library and Archives Canada,2005-06,facilities,2,44443,0,Moderate,True
Library and Archives Canada,2005-06,facilities,1,45288,2,Moderate,True
National Battlefields Commission,2005-06,facilities,2,5677,0,Low,True
National Battlefields Commission,2005-06,facilities,1,2754,0,Low,True
National Battlefields Commission,2005-06,facilities,1,58,0,Low,True
National Defence,2005-06,facilities,1,386973,26,Moderate,True
National Defence,2005-06,fleet,1,16128,1,Moderate,True
National Defence,2005-06,facilities,1,140219,9,Moderate,True
National Defence,2005-06,facilities,2,3700,0,Low,True
National Defence,2005-06,fleet,1,242949,17,Moderate,True
National Defence,2005-06,facilities,2,50865,4,Moderate,True
National Defence,2005-06,facilities,2,3540071,327,High,True
National Defence,2005-06,facilities,1,870579,65,Moderate,True
National Defence,2005-06,facilities,1,295710,21,Moderate,True
National Defence,2005-06,facilities,1,5844417,288,High,True
National Defence,2005-06,fleet,1,373573,24,Moderate,True
National Defence,2005-06,facilities,1,48244,2,Moderate,True
National Defence,2005-06,fleet,1,2969,0,Low,True
National Research Council Canada,2005-06,facilities,1,3805,0,Low,True
National Research Council Canada,2005-06,fleet,1,280,0,Low,True
National Research Council Canada,2005-06,fleet,1,13198,0,Moderate,True
National Research Council Canada,2005-06,facilities,1,837,0,Low,True
National Research Council Canada,2005-06,facilities,2,17459,0,Moderate,True
National Research Council Canada,2005-06,fleet,1,385,0,Low,True
National Research Council Canada,2005-06,facilities,2,65903,5,Moderate,True
National Research Council Canada,2005-06,facilities,2,392800,24,Moderate,True
National Research Council Canada,2005-06,fleet,1,3399,0,Low,True
National Research Council Canada,2005-06,facilities,1,21433,1,Moderate,True
National Research Council Canada,2005-06,facilities,1,801863,39,Moderate,True
National Research Council Canada,2005-06,fleet,1,1809,0,Low,True
National Research Council Canada,2005-06,facilities,1,5957,0,Low,True
National Research Council Canada,2005-06,fleet,1,0,0,Low,True
Natural Resources Canada,2005-06,fleet,1,2541,0,Low,True
Natural Resources Canada,2005-06,facilities,1,105,0,Low,True
Natural Resources Canada,2005-06,fleet,1,0,0,Low,True
Natural Resources Canada,2005-06,facilities,2,1963,0,Low,True
Natural Resources Canada,2005-06,fleet,1,1666,0,Low,True
Natural Resources Canada,2005-06,facilities,2,123569,9,Moderate,True
Natural Resources Canada,2005-06,facilities,2,196264,14,Moderate,True
Natural Resources Canada,2005-06,facilities,1,3635,0,Low,True
Natural Resources Canada,2005-06,facilities,1,167979,8,Moderate,True
Natural Resources Canada,2005-06,fleet,1,23104,1,Moderate,True
Natural Resources Canada,2005-06,facilities,1,577,0,Low,True
Natural Resources Canada,2005-06,fleet,1,146,0,Low,True
Parks Canada,2005-06,facilities,1,26641,1,Moderate,True
Parks Canada,2005-06,fleet,1,0,0,Low,True
Parks Canada,2005-06,fleet,1,55447,3,Moderate,True
Parks Canada,2005-06,facilities,2,169232,15,Moderate,True
Parks Canada,2005-06,fleet,1,29211,1,Moderate,True
Parks Canada,2005-06,facilities,1,58457,4,Moderate,True
Parks Canada,2005-06,facilities,1,86654,4,Moderate,True
Parks Canada,2005-06,fleet,1,82355,5,Moderate,True
Parks Canada,2005-06,facilities,1,55069,3,Moderate,True
Parks Canada,2005-06,fleet,1,2028,0,Low,True
Public Health Agency of Canada,2005-06,facilities,1,809,0,Low,True
Public Health Agency of Canada,2005-06,facilities,2,63022,0,Moderate,True
Public Health Agency of Canada,2005-06,facilities,1,385,0,Low,True
Public Health Agency of Canada,2005-06,facilities,1,135829,6,Moderate,True
Public Safety Canada,2005-06,facilities,1,956,0,Low,True
Public Safety Canada,2005-06,facilities,2,74155,4,Moderate,True
Public Safety Canada,2005-06,facilities,1,44277,2,Moderate,True
Public Services and Procurement Canada,2005-06,facilities,1,7900,0,Low,True
Public Services and Procurement Canada,2005-06,fleet,1,0,0,Low,True
Public Services and Procurement Canada,2005-06,facilities,2,437587,20,Moderate,True
Public Services and Procurement Canada,2005-06,facilities,2,40553,3,Moderate,True
Public Services and Procurement Canada,2005-06,facilities,2,650328,55,Moderate,True
Public Services and Procurement Canada,2005-06,fleet,1,1543,0,Low,True
Public Services and Procurement Canada,2005-06,facilities,2,3136238,140,High,True
Public Services and Procurement Canada,2005-06,fleet,1,408,0,Low,True
Public Services and Procurement Canada,2005-06,facilities,1,111842,7,Moderate,True
Public Services and Procurement Canada,2005-06,facilities,1,927609,45,Moderate,True
Public Services and Procurement Canada,2005-06,fleet,1,20349,1,Moderate,True
Public Services and Procurement Canada,2005-06,facilities,1,6996,0,Low,True
Public Services and Procurement Canada,2005-06,fleet,1,64,0,Low,True
Royal Canadian Mounted Police,2005-06,facilities,1,15412,1,Moderate,True
Royal Canadian Mounted Police,2005-06,fleet,1,0,0,Low,True
Royal Canadian Mounted Police,2005-06,fleet,1,428,0,Low,True
Royal Canadian Mounted Police,2005-06,facilities,2,549919,72,Moderate,True
Royal Canadian Mounted Police,2005-06,fleet,1,1161,0,Low,True
Royal Canadian Mounted Police,2005-06,facilities,1,57238,4,Moderate,True
Royal Canadian Mounted Police,2005-06,facilities,1,71584,5,Moderate,True
Royal Canadian Mounted Police,2005-06,facilities,1,364005,17,Moderate,True
Royal Canadian Mounted Police,2005-06,fleet,1,61532,4,Moderate,True
Royal Canadian Mounted Police,2005-06,facilities,1,28521,1,Moderate,True
Royal Canadian Mounted Police,2005-06,fleet,1,11,0,Low,True
Shared Services Canada,2005-06,facilities,1,230,0,Low,True
Shared Services Canada,2005-06,facilities,2,19966,1,Moderate,True
Shared Services Canada,2005-06,facilities,1,1105,0,Low,True
Transport Canada,2005-06,fleet,1,2472,0,Low,True
Transport Canada,2005-06,fleet,1,194238,13,Moderate,True
Transport Canada,2005-06,facilities,1,4631,0,Low,True
Transport Canada,2005-06,fleet,1,0,0,Low,True
Transport Canada,2005-06,fleet,1,574788,40,Moderate,True
Transport Canada,2005-06,facilities,2,123188,3,Moderate,True
Transport Canada,2005-06,fleet,1,94,0,Low,True
Transport Canada,2005-06,facilities,1,18830,1,Moderate,True
Transport Canada,2005-06,facilities,1,22114,1,Moderate,True
Transport Canada,2005-06,fleet,1,26948,1,Moderate,True
Transport Canada,2005-06,facilities,1,5102,0,Low,True
Transport Canada,2005-06,fleet,1,2032,0,Low,True
Agriculture and Agri-Food Canada,2010-11,facilities,1,43348,3,Moderate,True
Agriculture and Agri-Food Canada,2010-11,facilities,1,1041,0,Low,True
Agriculture and Agri-Food Canada,2010-11,facilities,1,487357,24,Moderate,True
Agriculture and Agri-Food Canada,2010-11,facilities,2,121579,9,Moderate,True
Agriculture and Agri-Food Canada,2010-11,facilities,2,469326,46,Moderate,True
Agriculture and Agri-Food Canada,2010-11,fleet,1,42780,3,Moderate,True
Agriculture and Agri-Food Canada,2010-11,fleet,1,17497,0,Moderate,True
Agriculture and Agri-Food Canada,2010-11,fleet,1,40747,2,Moderate,True
Agriculture and Agri-Food Canada,2010-11,fleet,1,0,0,Low,True
Canada Border Services Agency,2010-11,facilities,1,9921,0,Low,True
Canada Border Services Agency,2010-11,facilities,1,2778,0,Low,True
Canada Border Services Agency,2010-11,facilities,1,41956,2,Moderate,True
Canada Border Services Agency,2010-11,facilities,2,104926,5,Moderate,True
Canada Border Services Agency,2010-11,fleet,1,4263,0,Low,True
Canada Border Services Agency,2010-11,fleet,1,6681,0,Low,True
Canada Border Services Agency,2010-11,fleet,1,54108,3,Moderate,True
Canada Revenue Agency,2010-11,fleet,1,821,0,Low,True
Canada Revenue Agency,2010-11,fleet,1,1001,0,Low,True
Canada Revenue Agency,2010-11,fleet,1,3925,0,Low,True
Employment and Social Development Canada,2010-11,fleet,1,217,0,Low,True
Employment and Social Development Canada,2010-11,fleet,1,473,0,Low,True
Employment and Social Development Canada,2010-11,fleet,1,13930,0,Moderate,True
Employment and Social Development Canada,2010-11,fleet,1,1,0,Low,True
Employment and Social Development Canada,2010-11,fleet,1,0,0,Low,True
Environment and Climate Change Canada,2010-11,facilities,1,21414,1,Moderate,True
Environment and Climate Change Canada,2010-11,facilities,1,1627,0,Low,True
Environment and Climate Change Canada,2010-11,facilities,1,203742,10,Moderate,True
Environment and Climate Change Canada,2010-11,facilities,2,140449,4,Moderate,True
Environment and Climate Change Canada,2010-11,fleet,1,7151,0,Low,True
Environment and Climate Change Canada,2010-11,fleet,1,5340,0,Low,True
Environment and Climate Change Canada,2010-11,fleet,1,49709,3,Moderate,True
Environment and Climate Change Canada,2010-11,fleet,1,4,0,Low,True
Environment and Climate Change Canada,2010-11,fleet,1,0,0,Low,True
Fisheries and Oceans Canada,2010-11,facilities,1,79367,5,Moderate,True
Fisheries and Oceans Canada,2010-11,facilities,1,9789,0,Low,True
Fisheries and Oceans Canada,2010-11,facilities,1,106470,5,Moderate,True
Fisheries and Oceans Canada,2010-11,facilities,2,28618,1,Moderate,True
Fisheries and Oceans Canada,2010-11,facilities,2,295790,17,Moderate,True
Fisheries and Oceans Canada,2010-11,fleet,1,22648,1,Moderate,True
Fisheries and Oceans Canada,2010-11,fleet,1,3951,0,Low,True
Fisheries and Oceans Canada,2010-11,fleet,1,107248,6,Moderate,True
Fisheries and Oceans Canada,2010-11,fleet,1,29,0,Low,True
Health Canada,2010-11,fleet,1,107,0,Low,True
Health Canada,2010-11,fleet,1,3805,0,Low,True
Health Canada,2010-11,fleet,1,32232,2,Moderate,True
Health Canada,2010-11,fleet,1,0,0,Low,True
"Immigration, Refugees and Citizenship Canada",2010-11,fleet,1,230,0,Low,True
"Immigration, Refugees and Citizenship Canada",2010-11,fleet,1,1072,0,Low,True
Indigenous Services Canada,2010-11,fleet,1,926,0,Low,True
Indigenous Services Canada,2010-11,fleet,1,598,0,Low,True
Indigenous Services Canada,2010-11,fleet,1,7457,0,Low,True
"Innovation, Science and Economic Development Canada",2010-11,fleet,1,2918,0,Low,True
"Innovation, Science and Economic Development Canada",2010-11,fleet,1,2182,0,Low,True
"Innovation, Science and Economic Development Canada",2010-11,fleet,1,16174,1,Moderate,True
"Innovation, Science and Economic Development Canada",2010-11,fleet,1,0,0,Low,True
National Defence,2010-11,facilities,1,296126,20,Moderate,True
National Defence,2010-11,facilities,1,1286326,94,High,True
National Defence,2010-11,facilities,1,0,0,Low,True
National Defence,2010-11,facilities,1,41090,2,Moderate,True
National Defence,2010-11,facilities,1,6117251,304,High,True
National Defence,2010-11,facilities,2,47393,3,Moderate,True
National Defence,2010-11,facilities,2,3669229,293,High,True
National Defence,2010-11,fleet,1,295206,20,Moderate,True
National Defence,2010-11,fleet,1,199445,12,Moderate,True
National Defence,2010-11,fleet,1,208471,13,Moderate,True
National Defence,2010-11,fleet,1,18,0,Low,True
National Defence,2010-11,fleet,1,0,0,Low,True
Natural Resources Canada,2010-11,facilities,1,4066,0,Low,True
Natural Resources Canada,2010-11,facilities,1,3211,0,Low,True
Natural Resources Canada,2010-11,facilities,1,140140,6,Moderate,True
Natural Resources Canada,2010-11,facilities,2,132582,10,Moderate,True
Natural Resources Canada,2010-11,facilities,2,200982,12,Moderate,True
Natural Resources Canada,2010-11,fleet,1,2685,0,Low,True
Natural Resources Canada,2010-11,fleet,1,2592,0,Low,True
Natural Resources Canada,2010-11,fleet,1,15061,0,Moderate,True
Natural Resources Canada,2010-11,fleet,1,0,0,Low,True
Parks Canada,2010-11,facilities,1,76300,5,Moderate,True
Parks Canada,2010-11,facilities,1,48818,2,Moderate,True
Parks Canada,2010-11,facilities,1,81983,4,Moderate,True
Parks Canada,2010-11,facilities,2,170120,12,Moderate,True
Parks Canada,2010-11,fleet,1,76574,5,Moderate,True
Parks Canada,2010-11,fleet,1,29926,1,Moderate,True
Parks Canada,2010-11,fleet,1,79374,5,Moderate,True
Parks Canada,2010-11,fleet,1,614,0,Low,True
Parks Canada,2010-11,fleet,1,0,0,Low,True
Public Services and Procurement Canada,2010-11,facilities,1,79986,5,Moderate,True
Public Services and Procurement Canada,2010-11,facilities,1,4662,0,Low,True
Public Services and Procurement Canada,2010-11,facilities,1,1004604,50,High,True
Public Services and Procurement Canada,2010-11,facilities,2,1015560,70,High,True
Public Services and Procurement Canada,2010-11,facilities,2,3180126,91,High,True
Public Services and Procurement Canada,2010-11,fleet,1,4434,0,Low,True
Public Services and Procurement Canada,2010-11,fleet,1,1699,0,Low,True
Public Services and Procurement Canada,2010-11,fleet,1,12746,0,Moderate,True
Public Services and Procurement Canada,2010-11,fleet,1,0,0,Low,True
Transport Canada,2010-11,facilities,1,21241,1,Moderate,True
Transport Canada,2010-11,facilities,1,2476,0,Low,True
Transport Canada,2010-11,facilities,1,2554,0,Low,True
Transport Canada,2010-11,facilities,2,55260,0,Moderate,True
Transport Canada,2010-11,fleet,1,152874,10,Moderate,True
Transport Canada,2010-11,fleet,1,553626,39,Moderate,True
Transport Canada,2010-11,fleet,1,2686,0,Low,True
Transport Canada,2010-11,fleet,1,22231,1,Moderate,True
Transport Canada,2010-11,fleet,1,1887,0,Low,True
Agriculture and Agri-Food Canada,2011-12,facilities,1,42760,3,Moderate,True
Agriculture and Agri-Food Canada,2011-12,facilities,1,866,0,Low,True
Agriculture and Agri-Food Canada,2011-12,facilities,1,451914,22,Moderate,True
Agriculture and Agri-Food Canada,2011-12,facilities,2,113769,8,Moderate,True
Agriculture and Agri-Food Canada,2011-12,facilities,2,459553,40,Moderate,True
Agriculture and Agri-Food Canada,2011-12,fleet,1,43460,3,Moderate,True
Agriculture and Agri-Food Canada,2011-12,fleet,1,21330,1,Moderate,True
Agriculture and Agri-Food Canada,2011-12,fleet,1,49424,3,Moderate,True
Agriculture and Agri-Food Canada,2011-12,fleet,1,23,0,Low,True
Agriculture and Agri-Food Canada,2011-12,fleet,1,0,0,Low,True
Canada Border Services Agency,2011-12,facilities,1,10248,0,Moderate,True
Canada Border Services Agency,2011-12,facilities,1,3184,0,Low,True
Canada Border Services Agency,2011-12,facilities,1,50814,2,Moderate,True
Canada Border Services Agency,2011-12,facilities,2,115084,4,Moderate,True
Canada Border Services Agency,2011-12,fleet,1,4264,0,Low,True
Canada Border Services Agency,2011-12,fleet,1,7420,0,Low,True
Canada Border Services Agency,2011-12,fleet,1,54031,3,Moderate,True
Canada Revenue Agency,2011-12,fleet,1,766,0,Low,True
Canada Revenue Agency,2011-12,fleet,1,559,0,Low,True
Canada Revenue Agency,2011-12,fleet,1,4425,0,Low,True
Employment and Social Development Canada,2011-12,fleet,1,247,0,Low,True
Employment and Social Development Canada,2011-12,fleet,1,1167,0,Low,True
Employment and Social Development Canada,2011-12,fleet,1,11864,0,Moderate,True
Employment and Social Development Canada,2011-12,fleet,1,2,0,Low,True
Employment and Social Development Canada,2011-12,fleet,1,0,0,Low,True
Environment and Climate Change Canada,2011-12,facilities,1,21749,1,Moderate,True
Environment and Climate Change Canada,2011-12,facilities,1,743,0,Low,True
Environment and Climate Change Canada,2011-12,facilities,1,178933,8,Moderate,True
Environment and Climate Change Canada,2011-12,facilities,2,148566,4,Moderate,True
Environment and Climate Change Canada,2011-12,fleet,1,7178,0,Low,True
Environment and Climate Change Canada,2011-12,fleet,1,6507,0,Low,True
Environment and Climate Change Canada,2011-12,fleet,1,45587,2,Moderate,True
Environment and Climate Change Canada,2011-12,fleet,1,31,0,Low,True
Fisheries and Oceans Canada,2011-12,facilities,1,65968,4,Moderate,True
Fisheries and Oceans Canada,2011-12,facilities,1,11296,0,Moderate,True
Fisheries and Oceans Canada,2011-12,facilities,1,102037,5,Moderate,True
Fisheries and Oceans Canada,2011-12,facilities,2,22993,1,Moderate,True
Fisheries and Oceans Canada,2011-12,facilities,2,298911,18,Moderate,True
Fisheries and Oceans Canada,2011-12,fleet,1,23897,1,Moderate,True
Fisheries and Oceans Canada,2011-12,fleet,1,6215,0,Low,True
Fisheries and Oceans Canada,2011-12,fleet,1,96122,6,Moderate,True
Fisheries and Oceans Canada,2011-12,fleet,1,49,0,Low,True
Fisheries and Oceans Canada,2011-12,fleet,1,0,0,Low,True
Health Canada,2011-12,fleet,1,89,0,Low,True
Health Canada,2011-12,fleet,1,6041,0,Low,True
Health Canada,2011-12,fleet,1,30381,1,Moderate,True
"Immigration, Refugees and Citizenship Canada",2011-12,fleet,1,285,0,Low,True
"Immigration, Refugees and Citizenship Canada",2011-12,fleet,1,684,0,Low,True
Indigenous Services Canada,2011-12,fleet,1,695,0,Low,True
Indigenous Services Canada,2011-12,fleet,1,625,0,Low,True
Indigenous Services Canada,2011-12,fleet,1,7246,0,Low,True
"Innovation, Science and Economic Development Canada",2011-12,fleet,1,3379,0,Low,True
"Innovation, Science and Economic Development Canada",2011-12,fleet,1,3487,0,Low,True
"Innovation, Science and Economic Development Canada",2011-12,fleet,1,14559,0,Moderate,True
"Innovation, Science and Economic Development Canada",2011-12,fleet,1,0,0,Low,True
"Innovation, Science and Economic Development Canada",2011-12,fleet,1,0,0,Low,True
National Defence,2011-12,facilities,1,379031,25,Moderate,True
National Defence,2011-12,facilities,1,1313792,96,High,True
National Defence,2011-12,facilities,1,48201,2,Moderate,True
National Defence,2011-12,facilities,1,5642097,281,High,True
National Defence,2011-12,facilities,2,10934,0,Moderate,True
National Defence,2011-12,facilities,2,3535686,255,High,True
National Defence,2011-12,fleet,1,1047,0,Low,True
National Defence,2011-12,fleet,1,288245,20,Moderate,True
National Defence,2011-12,fleet,1,98551,6,Moderate,True
National Defence,2011-12,fleet,1,206585,13,Moderate,True
National Defence,2011-12,fleet,1,2613,0,Low,True
National Defence,2011-12,fleet,1,0,0,Low,True
Natural Resources Canada,2011-12,facilities,1,8194,0,Low,True
Natural Resources Canada,2011-12,facilities,1,3416,0,Low,True
Natural Resources Canada,2011-12,facilities,1,138130,6,Moderate,True
Natural Resources Canada,2011-12,facilities,2,112297,8,Moderate,True
Natural Resources Canada,2011-12,facilities,2,190988,8,Moderate,True
Natural Resources Canada,2011-12,fleet,1,3517,0,Low,True
Natural Resources Canada,2011-12,fleet,1,2857,0,Low,True
Natural Resources Canada,2011-12,fleet,1,12741,0,Moderate,True
Natural Resources Canada,2011-12,fleet,1,1,0,Low,True
Parks Canada,2011-12,facilities,1,72774,5,Moderate,True
Parks Canada,2011-12,facilities,1,44980,2,Moderate,True
Parks Canada,2011-12,facilities,1,73374,3,Moderate,True
Parks Canada,2011-12,facilities,2,176403,11,Moderate,True
Parks Canada,2011-12,fleet,1,82332,5,Moderate,True
Parks Canada,2011-12,fleet,1,28955,1,Moderate,True
Parks Canada,2011-12,fleet,1,74666,4,Moderate,True
Parks Canada,2011-12,fleet,1,0,0,Low,True
Parks Canada,2011-12,fleet,1,0,0,Low,True
Public Services and Procurement Canada,2011-12,facilities,1,71301,5,Moderate,True
Public Services and Procurement Canada,2011-12,facilities,1,8563,0,Low,True
Public Services and Procurement Canada,2011-12,facilities,1,909361,45,Moderate,True
Public Services and Procurement Canada,2011-12,facilities,2,937061,65,Moderate,True
Public Services and Procurement Canada,2011-12,facilities,2,3093277,70,High,True
Public Services and Procurement Canada,2011-12,fleet,1,3485,0,Low,True
Public Services and Procurement Canada,2011-12,fleet,1,2006,0,Low,True
Public Services and Procurement Canada,2011-12,fleet,1,12316,0,Moderate,True
Transport Canada,2011-12,facilities,1,16695,1,Moderate,True
Transport Canada,2011-12,facilities,1,3059,0,Low,True
Transport Canada,2011-12,facilities,1,2997,0,Low,True
Transport Canada,2011-12,facilities,2,56146,0,Moderate,True
Transport Canada,2011-12,fleet,1,87143,6,Moderate,True
Transport Canada,2011-12,fleet,1,570732,40,Moderate,True
Transport Canada,2011-12,fleet,1,3065,0,Low,True
Transport Canada,2011-12,fleet,1,18741,1,Moderate,True
Transport Canada,2011-12,fleet,1,2032,0,Low,True
Agriculture and Agri-Food Canada,2012-13,facilities,1,38482,2,Moderate,True
Agriculture and Agri-Food Canada,2012-13,facilities,1,2605,0,Low,True
Agriculture and Agri-Food Canada,2012-13,facilities,1,472787,23,Moderate,True
Agriculture and Agri-Food Canada,2012-13,facilities,2,85865,7,Moderate,True
Agriculture and Agri-Food Canada,2012-13,facilities,2,463884,42,Moderate,True
Agriculture and Agri-Food Canada,2012-13,fleet,1,36279,2,Moderate,True
Agriculture and Agri-Food Canada,2012-13,fleet,1,18272,1,Moderate,True
Agriculture and Agri-Food Canada,2012-13,fleet,1,53793,3,Moderate,True
Agriculture and Agri-Food Canada,2012-13,fleet,1,60,0,Low,True
Agriculture and Agri-Food Canada,2012-13,fleet,1,0,0,Low,True
